step,value,metric,run_id,algorithm,observation_mode,reward_mode
38039,-2.084399938583374,training_reward,dqn_compact_safety,dqn,compact,safety
38114,-2.0732998847961426,training_reward,dqn_compact_safety,dqn,compact,safety
38214,-2.190000057220459,training_reward,dqn_compact_safety,dqn,compact,safety
38324,-2.310699939727783,training_reward,dqn_compact_safety,dqn,compact,safety
38432,-2.310800075531006,training_reward,dqn_compact_safety,dqn,compact,safety
38597,-2.297800064086914,training_reward,dqn_compact_safety,dqn,compact,safety
38706,-1.8430999517440796,training_reward,dqn_compact_safety,dqn,compact,safety
38832,-1.8669999837875366,training_reward,dqn_compact_safety,dqn,compact,safety
38906,-1.7826999425888062,training_reward,dqn_compact_safety,dqn,compact,safety
38971,-1.5793999433517456,training_reward,dqn_compact_safety,dqn,compact,safety
39657,-1.3029999732971191,training_reward,dqn_compact_safety,dqn,compact,safety
39828,-1.2555999755859375,training_reward,dqn_compact_safety,dqn,compact,safety
39881,-1.1572999954223633,training_reward,dqn_compact_safety,dqn,compact,safety
39936,-1.0566999912261963,training_reward,dqn_compact_safety,dqn,compact,safety
39981,-1.0441999435424805,training_reward,dqn_compact_safety,dqn,compact,safety
40022,-0.9607999920845032,training_reward,dqn_compact_safety,dqn,compact,safety
40054,-0.97079998254776,training_reward,dqn_compact_safety,dqn,compact,safety
40196,-1.038100004196167,training_reward,dqn_compact_safety,dqn,compact,safety
40552,-1.3137999773025513,training_reward,dqn_compact_safety,dqn,compact,safety
40630,-1.3494000434875488,training_reward,dqn_compact_safety,dqn,compact,safety
40680,-1.3700000047683716,training_reward,dqn_compact_safety,dqn,compact,safety
40728,-1.3946000337600708,training_reward,dqn_compact_safety,dqn,compact,safety
40913,-1.226199984550476,training_reward,dqn_compact_safety,dqn,compact,safety
40960,-1.123900055885315,training_reward,dqn_compact_safety,dqn,compact,safety
41105,-1.0550999641418457,training_reward,dqn_compact_safety,dqn,compact,safety
41141,-1.055899977684021,training_reward,dqn_compact_safety,dqn,compact,safety
41273,-1.1917999982833862,training_reward,dqn_compact_safety,dqn,compact,safety
41344,-1.0824999809265137,training_reward,dqn_compact_safety,dqn,compact,safety
41430,-0.904699981212616,training_reward,dqn_compact_safety,dqn,compact,safety
41582,-0.8619999885559082,training_reward,dqn_compact_safety,dqn,compact,safety
41647,-0.8665000200271606,training_reward,dqn_compact_safety,dqn,compact,safety
42306,-1.3904999494552612,training_reward,dqn_compact_safety,dqn,compact,safety
42374,-1.3803999423980713,training_reward,dqn_compact_safety,dqn,compact,safety
42642,-1.4522000551223755,training_reward,dqn_compact_safety,dqn,compact,safety
43124,-1.8100999593734741,training_reward,dqn_compact_safety,dqn,compact,safety
43231,-1.9363000392913818,training_reward,dqn_compact_safety,dqn,compact,safety
43372,-2.046799898147583,training_reward,dqn_compact_safety,dqn,compact,safety
43406,-2.1589999198913574,training_reward,dqn_compact_safety,dqn,compact,safety
43595,-2.299299955368042,training_reward,dqn_compact_safety,dqn,compact,safety
43702,-2.3401999473571777,training_reward,dqn_compact_safety,dqn,compact,safety
43796,-2.3322999477386475,training_reward,dqn_compact_safety,dqn,compact,safety
43868,-2.3842999935150146,training_reward,dqn_compact_safety,dqn,compact,safety
43922,-2.2811999320983887,training_reward,dqn_compact_safety,dqn,compact,safety
44114,-2.1768999099731445,training_reward,dqn_compact_safety,dqn,compact,safety
44450,-2.249000072479248,training_reward,dqn_compact_safety,dqn,compact,safety
44623,-2.09060001373291,training_reward,dqn_compact_safety,dqn,compact,safety
44661,-2.088099956512451,training_reward,dqn_compact_safety,dqn,compact,safety
44760,-2.079900026321411,training_reward,dqn_compact_safety,dqn,compact,safety
45151,-2.2386999130249023,training_reward,dqn_compact_safety,dqn,compact,safety
45354,-2.309299945831299,training_reward,dqn_compact_safety,dqn,compact,safety
45645,-2.28629994392395,training_reward,dqn_compact_safety,dqn,compact,safety
45770,-2.162899971008301,training_reward,dqn_compact_safety,dqn,compact,safety
46596,-2.664900064468384,training_reward,dqn_compact_safety,dqn,compact,safety
46940,-2.6080000400543213,training_reward,dqn_compact_safety,dqn,compact,safety
46964,-2.594399929046631,training_reward,dqn_compact_safety,dqn,compact,safety
47020,-2.6261000633239746,training_reward,dqn_compact_safety,dqn,compact,safety
47479,-2.473599910736084,training_reward,dqn_compact_safety,dqn,compact,safety
47612,-2.286600112915039,training_reward,dqn_compact_safety,dqn,compact,safety
48267,-2.55649995803833,training_reward,dqn_compact_safety,dqn,compact,safety
48317,-2.27810001373291,training_reward,dqn_compact_safety,dqn,compact,safety
48348,-2.1638998985290527,training_reward,dqn_compact_safety,dqn,compact,safety
48396,-2.0887999534606934,training_reward,dqn_compact_safety,dqn,compact,safety
48431,-2.055500030517578,training_reward,dqn_compact_safety,dqn,compact,safety
48580,-1.8975000381469727,training_reward,dqn_compact_safety,dqn,compact,safety
48656,-1.954300045967102,training_reward,dqn_compact_safety,dqn,compact,safety
48675,-2.0123000144958496,training_reward,dqn_compact_safety,dqn,compact,safety
49282,-2.0808000564575195,training_reward,dqn_compact_safety,dqn,compact,safety
49706,-2.2657999992370605,training_reward,dqn_compact_safety,dqn,compact,safety
49750,-2.076200008392334,training_reward,dqn_compact_safety,dqn,compact,safety
49805,-2.0230000019073486,training_reward,dqn_compact_safety,dqn,compact,safety
49819,-2.1572000980377197,training_reward,dqn_compact_safety,dqn,compact,safety
49841,-2.111999988555908,training_reward,dqn_compact_safety,dqn,compact,safety
35,8.75,episode_length,dqn_compact_safety,dqn,compact,safety
310,38.75,episode_length,dqn_compact_safety,dqn,compact,safety
628,52.33333206176758,episode_length,dqn_compact_safety,dqn,compact,safety
1214,75.875,episode_length,dqn_compact_safety,dqn,compact,safety
1259,62.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
1353,56.375,episode_length,dqn_compact_safety,dqn,compact,safety
1397,49.89285659790039,episode_length,dqn_compact_safety,dqn,compact,safety
1419,44.34375,episode_length,dqn_compact_safety,dqn,compact,safety
1486,41.27777862548828,episode_length,dqn_compact_safety,dqn,compact,safety
1660,41.5,episode_length,dqn_compact_safety,dqn,compact,safety
1713,38.931819915771484,episode_length,dqn_compact_safety,dqn,compact,safety
1793,37.35416793823242,episode_length,dqn_compact_safety,dqn,compact,safety
1821,35.019229888916016,episode_length,dqn_compact_safety,dqn,compact,safety
2116,37.78571319580078,episode_length,dqn_compact_safety,dqn,compact,safety
2173,36.21666717529297,episode_length,dqn_compact_safety,dqn,compact,safety
2253,35.203125,episode_length,dqn_compact_safety,dqn,compact,safety
2347,34.514705657958984,episode_length,dqn_compact_safety,dqn,compact,safety
2562,35.58333206176758,episode_length,dqn_compact_safety,dqn,compact,safety
2655,34.93421173095703,episode_length,dqn_compact_safety,dqn,compact,safety
2757,34.462501525878906,episode_length,dqn_compact_safety,dqn,compact,safety
2819,33.55952453613281,episode_length,dqn_compact_safety,dqn,compact,safety
2887,32.806819915771484,episode_length,dqn_compact_safety,dqn,compact,safety
2985,32.44565200805664,episode_length,dqn_compact_safety,dqn,compact,safety
3384,35.25,episode_length,dqn_compact_safety,dqn,compact,safety
3440,34.400001525878906,episode_length,dqn_compact_safety,dqn,compact,safety
3553,35.18000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
3576,32.65999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
3848,32.20000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
3885,26.709999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
3917,26.579999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
3968,26.149999618530273,episode_length,dqn_compact_safety,dqn,compact,safety
4097,27.0,episode_length,dqn_compact_safety,dqn,compact,safety
4137,27.18000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
4393,29.06999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
4432,27.719999313354492,episode_length,dqn_compact_safety,dqn,compact,safety
4664,29.510000228881836,episode_length,dqn_compact_safety,dqn,compact,safety
5315,35.220001220703125,episode_length,dqn_compact_safety,dqn,compact,safety
5678,38.56999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
5779,36.630001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
5814,36.40999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
5954,37.0099983215332,episode_length,dqn_compact_safety,dqn,compact,safety
6127,37.79999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
6508,39.459999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
6659,40.040000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
6872,41.150001525878906,episode_length,dqn_compact_safety,dqn,compact,safety
7645,48.2599983215332,episode_length,dqn_compact_safety,dqn,compact,safety
7713,48.2599983215332,episode_length,dqn_compact_safety,dqn,compact,safety
7743,47.58000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
8393,50.09000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
8425,49.849998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
8545,49.91999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
8672,50.959999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
9187,53.38999938964844,episode_length,dqn_compact_safety,dqn,compact,safety
9532,56.470001220703125,episode_length,dqn_compact_safety,dqn,compact,safety
9613,56.959999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
9641,56.72999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
9792,56.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
9910,57.72999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
9993,56.0,episode_length,dqn_compact_safety,dqn,compact,safety
10050,56.18000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
10191,55.27000045776367,episode_length,dqn_compact_safety,dqn,compact,safety
10511,51.959999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
10664,49.86000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
10814,50.349998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
11160,53.459999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
11924,59.70000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
13124,69.97000122070312,episode_length,dqn_compact_safety,dqn,compact,safety
13457,69.48999786376953,episode_length,dqn_compact_safety,dqn,compact,safety
13610,69.51000213623047,episode_length,dqn_compact_safety,dqn,compact,safety
13840,69.68000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
14065,64.19999694824219,episode_length,dqn_compact_safety,dqn,compact,safety
14113,64.0,episode_length,dqn_compact_safety,dqn,compact,safety
14302,65.58999633789062,episode_length,dqn_compact_safety,dqn,compact,safety
14327,59.34000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
14634,62.09000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
14921,63.7599983215332,episode_length,dqn_compact_safety,dqn,compact,safety
15096,64.23999786376953,episode_length,dqn_compact_safety,dqn,compact,safety
15678,64.91000366210938,episode_length,dqn_compact_safety,dqn,compact,safety
15743,62.11000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
16341,67.27999877929688,episode_length,dqn_compact_safety,dqn,compact,safety
16418,67.7699966430664,episode_length,dqn_compact_safety,dqn,compact,safety
16532,67.4000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
17055,71.44999694824219,episode_length,dqn_compact_safety,dqn,compact,safety
17227,72.33999633789062,episode_length,dqn_compact_safety,dqn,compact,safety
17263,72.12999725341797,episode_length,dqn_compact_safety,dqn,compact,safety
17313,71.22000122070312,episode_length,dqn_compact_safety,dqn,compact,safety
17511,70.0,episode_length,dqn_compact_safety,dqn,compact,safety
17693,70.29000091552734,episode_length,dqn_compact_safety,dqn,compact,safety
17758,69.44000244140625,episode_length,dqn_compact_safety,dqn,compact,safety
17922,67.62000274658203,episode_length,dqn_compact_safety,dqn,compact,safety
18637,67.12999725341797,episode_length,dqn_compact_safety,dqn,compact,safety
18856,57.31999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
18956,54.9900016784668,episode_length,dqn_compact_safety,dqn,compact,safety
19018,54.08000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
19251,54.11000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
19748,56.83000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
19795,56.81999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
20352,60.5,episode_length,dqn_compact_safety,dqn,compact,safety
20973,66.45999908447266,episode_length,dqn_compact_safety,dqn,compact,safety
21140,65.05999755859375,episode_length,dqn_compact_safety,dqn,compact,safety
21208,62.869998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
21264,61.68000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
21366,56.880001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
22059,63.15999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
22325,59.84000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
22343,59.25,episode_length,dqn_compact_safety,dqn,compact,safety
22370,58.380001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
22562,55.06999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
22685,54.58000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
22842,55.790000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
23399,60.86000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
23575,60.63999938964844,episode_length,dqn_compact_safety,dqn,compact,safety
24175,64.81999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
24449,66.91000366210938,episode_length,dqn_compact_safety,dqn,compact,safety
24467,65.44999694824219,episode_length,dqn_compact_safety,dqn,compact,safety
24599,59.619998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
24767,59.11000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
25016,60.599998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
25149,61.310001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
25276,60.25,episode_length,dqn_compact_safety,dqn,compact,safety
25304,55.560001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
25323,55.279998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
25833,54.810001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
25890,49.16999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
25943,48.029998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
25965,47.56999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
26374,51.099998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
26478,51.119998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
26587,45.279998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
26785,44.599998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
26862,45.189998626708984,episode_length,dqn_compact_safety,dqn,compact,safety
26887,45.16999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
27043,44.810001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
27135,44.5,episode_length,dqn_compact_safety,dqn,compact,safety
27646,48.040000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
27854,44.54999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
28130,45.54999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
28186,40.11000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
28244,37.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
28508,40.40999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
28750,41.5099983215332,episode_length,dqn_compact_safety,dqn,compact,safety
29054,42.869998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
29084,40.68000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
29144,39.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
29208,39.31999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
29294,39.900001525878906,episode_length,dqn_compact_safety,dqn,compact,safety
29331,40.08000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
29400,35.66999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
29918,40.279998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
30024,40.810001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
30215,42.5,episode_length,dqn_compact_safety,dqn,compact,safety
30306,39.31999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
30344,38.65999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
30859,42.720001220703125,episode_length,dqn_compact_safety,dqn,compact,safety
31100,43.150001525878906,episode_length,dqn_compact_safety,dqn,compact,safety
31225,43.630001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
31771,48.84000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
32091,50.47999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
32263,51.279998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
32440,47.939998626708984,episode_length,dqn_compact_safety,dqn,compact,safety
32605,47.5099983215332,episode_length,dqn_compact_safety,dqn,compact,safety
33260,51.29999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
33295,51.09000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
33942,56.97999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
34465,59.56999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
34542,57.91999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
34847,57.93000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
34860,57.7599983215332,episode_length,dqn_compact_safety,dqn,compact,safety
34884,57.400001525878906,episode_length,dqn_compact_safety,dqn,compact,safety
34903,56.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
35048,57.540000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
35193,58.619998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
35763,63.630001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
35807,58.88999938964844,episode_length,dqn_compact_safety,dqn,compact,safety
35935,59.11000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
36044,58.290000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
36362,60.560001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
36500,61.560001373291016,episode_length,dqn_compact_safety,dqn,compact,safety
36737,58.779998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
36950,58.5,episode_length,dqn_compact_safety,dqn,compact,safety
37060,58.349998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
37298,55.27000045776367,episode_length,dqn_compact_safety,dqn,compact,safety
37350,52.59000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
37363,51.0,episode_length,dqn_compact_safety,dqn,compact,safety
37428,49.880001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
37523,49.18000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
37570,43.099998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
37620,43.25,episode_length,dqn_compact_safety,dqn,compact,safety
37827,38.849998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
37913,34.47999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
38017,34.75,episode_length,dqn_compact_safety,dqn,compact,safety
38039,31.920000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
38114,32.540000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
38214,33.29999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
38324,34.209999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
38432,33.84000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
38597,34.040000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
38706,29.43000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
38832,30.25,episode_length,dqn_compact_safety,dqn,compact,safety
38906,29.709999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
38971,29.270000457763672,episode_length,dqn_compact_safety,dqn,compact,safety
39657,32.95000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
39828,33.279998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
39881,31.440000534057617,episode_length,dqn_compact_safety,dqn,compact,safety
39936,29.860000610351562,episode_length,dqn_compact_safety,dqn,compact,safety
39981,29.209999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
40022,27.239999771118164,episode_length,dqn_compact_safety,dqn,compact,safety
40054,27.040000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
40196,28.329999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
40552,31.239999771118164,episode_length,dqn_compact_safety,dqn,compact,safety
40630,31.06999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
40680,31.100000381469727,episode_length,dqn_compact_safety,dqn,compact,safety
40728,31.079999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
40913,30.860000610351562,episode_length,dqn_compact_safety,dqn,compact,safety
40960,30.469999313354492,episode_length,dqn_compact_safety,dqn,compact,safety
41105,30.8799991607666,episode_length,dqn_compact_safety,dqn,compact,safety
41141,31.020000457763672,episode_length,dqn_compact_safety,dqn,compact,safety
41273,31.59000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
41344,31.299999237060547,episode_length,dqn_compact_safety,dqn,compact,safety
41430,31.059999465942383,episode_length,dqn_compact_safety,dqn,compact,safety
41582,31.5,episode_length,dqn_compact_safety,dqn,compact,safety
41647,30.5,episode_length,dqn_compact_safety,dqn,compact,safety
42306,36.0,episode_length,dqn_compact_safety,dqn,compact,safety
42374,35.41999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
42642,37.36000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
43124,41.529998779296875,episode_length,dqn_compact_safety,dqn,compact,safety
43231,35.7400016784668,episode_length,dqn_compact_safety,dqn,compact,safety
43372,35.439998626708984,episode_length,dqn_compact_safety,dqn,compact,safety
43406,35.25,episode_length,dqn_compact_safety,dqn,compact,safety
43595,36.59000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
43702,37.209999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
43796,37.7400016784668,episode_length,dqn_compact_safety,dqn,compact,safety
43868,38.13999938964844,episode_length,dqn_compact_safety,dqn,compact,safety
43922,37.2599983215332,episode_length,dqn_compact_safety,dqn,compact,safety
44114,35.619998931884766,episode_length,dqn_compact_safety,dqn,compact,safety
44450,38.20000076293945,episode_length,dqn_compact_safety,dqn,compact,safety
44623,39.43000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
44661,39.33000183105469,episode_length,dqn_compact_safety,dqn,compact,safety
44760,38.470001220703125,episode_length,dqn_compact_safety,dqn,compact,safety
45151,41.90999984741211,episode_length,dqn_compact_safety,dqn,compact,safety
45354,42.4900016784668,episode_length,dqn_compact_safety,dqn,compact,safety
45645,45.040000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
45770,44.970001220703125,episode_length,dqn_compact_safety,dqn,compact,safety
46596,52.52000045776367,episode_length,dqn_compact_safety,dqn,compact,safety
46940,55.099998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
46964,53.81999969482422,episode_length,dqn_compact_safety,dqn,compact,safety
47020,53.72999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
47479,51.72999954223633,episode_length,dqn_compact_safety,dqn,compact,safety
47612,52.380001068115234,episode_length,dqn_compact_safety,dqn,compact,safety
48267,56.25,episode_length,dqn_compact_safety,dqn,compact,safety
48317,51.93000030517578,episode_length,dqn_compact_safety,dqn,compact,safety
48348,51.16999816894531,episode_length,dqn_compact_safety,dqn,compact,safety
48396,50.2400016784668,episode_length,dqn_compact_safety,dqn,compact,safety
48431,50.25,episode_length,dqn_compact_safety,dqn,compact,safety
48580,49.849998474121094,episode_length,dqn_compact_safety,dqn,compact,safety
48656,49.540000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
48675,48.790000915527344,episode_length,dqn_compact_safety,dqn,compact,safety
49282,54.13999938964844,episode_length,dqn_compact_safety,dqn,compact,safety
49706,57.84000015258789,episode_length,dqn_compact_safety,dqn,compact,safety
49750,56.36000061035156,episode_length,dqn_compact_safety,dqn,compact,safety
49805,53.54999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
49819,51.959999084472656,episode_length,dqn_compact_safety,dqn,compact,safety
49841,51.79999923706055,episode_length,dqn_compact_safety,dqn,compact,safety
35,-1.0,training_reward,dqn_compact_sparse,dqn,compact,sparse
310,-1.0,training_reward,dqn_compact_sparse,dqn,compact,sparse
628,-1.0,training_reward,dqn_compact_sparse,dqn,compact,sparse
1220,-0.9375,training_reward,dqn_compact_sparse,dqn,compact,sparse
1252,-0.949999988079071,training_reward,dqn_compact_sparse,dqn,compact,sparse
1438,-0.9583333134651184,training_reward,dqn_compact_sparse,dqn,compact,sparse
1513,-0.9642857313156128,training_reward,dqn_compact_sparse,dqn,compact,sparse
1561,-0.96875,training_reward,dqn_compact_sparse,dqn,compact,sparse
1678,-0.9722222089767456,training_reward,dqn_compact_sparse,dqn,compact,sparse
2172,-0.9750000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
2351,-0.9772727489471436,training_reward,dqn_compact_sparse,dqn,compact,sparse
2467,-0.9791666865348816,training_reward,dqn_compact_sparse,dqn,compact,sparse
3152,-0.9615384340286255,training_reward,dqn_compact_sparse,dqn,compact,sparse
3652,-0.9642857313156128,training_reward,dqn_compact_sparse,dqn,compact,sparse
4055,-0.9666666388511658,training_reward,dqn_compact_sparse,dqn,compact,sparse
5131,-0.96875,training_reward,dqn_compact_sparse,dqn,compact,sparse
5943,-0.9558823704719543,training_reward,dqn_compact_sparse,dqn,compact,sparse
6959,-0.9305555820465088,training_reward,dqn_compact_sparse,dqn,compact,sparse
8072,-0.9210526347160339,training_reward,dqn_compact_sparse,dqn,compact,sparse
9333,-0.9125000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
11115,-0.8928571343421936,training_reward,dqn_compact_sparse,dqn,compact,sparse
12618,-0.8636363744735718,training_reward,dqn_compact_sparse,dqn,compact,sparse
13259,-0.8695651888847351,training_reward,dqn_compact_sparse,dqn,compact,sparse
14378,-0.8645833134651184,training_reward,dqn_compact_sparse,dqn,compact,sparse
15384,-0.8500000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
17089,-0.8299999833106995,training_reward,dqn_compact_sparse,dqn,compact,sparse
17212,-0.8299999833106995,training_reward,dqn_compact_sparse,dqn,compact,sparse
18735,-0.800000011920929,training_reward,dqn_compact_sparse,dqn,compact,sparse
20058,-0.7900000214576721,training_reward,dqn_compact_sparse,dqn,compact,sparse
21561,-0.7599999904632568,training_reward,dqn_compact_sparse,dqn,compact,sparse
22318,-0.7599999904632568,training_reward,dqn_compact_sparse,dqn,compact,sparse
22826,-0.75,training_reward,dqn_compact_sparse,dqn,compact,sparse
23483,-0.7400000095367432,training_reward,dqn_compact_sparse,dqn,compact,sparse
23824,-0.7400000095367432,training_reward,dqn_compact_sparse,dqn,compact,sparse
24870,-0.7200000286102295,training_reward,dqn_compact_sparse,dqn,compact,sparse
25922,-0.699999988079071,training_reward,dqn_compact_sparse,dqn,compact,sparse
27474,-0.6700000166893005,training_reward,dqn_compact_sparse,dqn,compact,sparse
28562,-0.6700000166893005,training_reward,dqn_compact_sparse,dqn,compact,sparse
30065,-0.6399999856948853,training_reward,dqn_compact_sparse,dqn,compact,sparse
31692,-0.6100000143051147,training_reward,dqn_compact_sparse,dqn,compact,sparse
32213,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
33163,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
34135,-0.6100000143051147,training_reward,dqn_compact_sparse,dqn,compact,sparse
35141,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
35802,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
36925,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
37581,-0.6200000047683716,training_reward,dqn_compact_sparse,dqn,compact,sparse
38216,-0.6200000047683716,training_reward,dqn_compact_sparse,dqn,compact,sparse
