step,value,metric,run_id,algorithm,observation_mode,reward_mode
19299,72.87000274658203,episode_length,dqn_compact_coverage,dqn,compact,coverage
19460,72.76000213623047,episode_length,dqn_compact_coverage,dqn,compact,coverage
19615,63.7400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
19849,65.30000305175781,episode_length,dqn_compact_coverage,dqn,compact,coverage
20285,66.45999908447266,episode_length,dqn_compact_coverage,dqn,compact,coverage
20420,62.2599983215332,episode_length,dqn_compact_coverage,dqn,compact,coverage
20959,66.54000091552734,episode_length,dqn_compact_coverage,dqn,compact,coverage
21122,67.2300033569336,episode_length,dqn_compact_coverage,dqn,compact,coverage
21342,64.37999725341797,episode_length,dqn_compact_coverage,dqn,compact,coverage
21488,64.56999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
21525,57.2599983215332,episode_length,dqn_compact_coverage,dqn,compact,coverage
21634,57.16999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
21680,54.97999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
21771,49.84000015258789,episode_length,dqn_compact_coverage,dqn,compact,coverage
21867,49.43000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
22098,49.540000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
22646,53.380001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
22659,51.41999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
22689,48.34000015258789,episode_length,dqn_compact_coverage,dqn,compact,coverage
22712,47.77000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
22760,46.2599983215332,episode_length,dqn_compact_coverage,dqn,compact,coverage
23402,51.720001220703125,episode_length,dqn_compact_coverage,dqn,compact,coverage
23910,55.95000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
23982,56.43000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
24148,50.619998931884766,episode_length,dqn_compact_coverage,dqn,compact,coverage
24289,49.900001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
24452,49.91999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
24496,48.810001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
24642,47.93000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
24679,43.939998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
24781,43.61000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
24800,38.40999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
24878,37.560001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
25066,37.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
25169,36.810001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
25291,37.65999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
25323,36.88999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
25404,37.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
25450,36.790000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
25510,36.43000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
25616,35.18000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
25766,31.200000762939453,episode_length,dqn_compact_coverage,dqn,compact,coverage
25804,31.450000762939453,episode_length,dqn_compact_coverage,dqn,compact,coverage
26252,35.630001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
26394,36.81999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
26643,38.83000183105469,episode_length,dqn_compact_coverage,dqn,compact,coverage
26772,33.70000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
26923,30.1299991607666,episode_length,dqn_compact_coverage,dqn,compact,coverage
26966,29.84000015258789,episode_length,dqn_compact_coverage,dqn,compact,coverage
27476,33.279998779296875,episode_length,dqn_compact_coverage,dqn,compact,coverage
27695,34.060001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
27859,34.06999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
28077,35.810001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
28131,34.88999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
28204,35.25,episode_length,dqn_compact_coverage,dqn,compact,coverage
28421,36.400001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
28524,37.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
28634,37.560001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
28940,38.7400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
28983,38.13999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
29120,38.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
29264,39.40999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
29469,40.650001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
29491,40.40999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
29662,41.52000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
29768,41.52000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
29806,40.400001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
29890,40.86000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
29908,36.560001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
30033,36.38999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
30185,35.41999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
30748,39.7599983215332,episode_length,dqn_compact_coverage,dqn,compact,coverage
31022,40.9900016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
31090,41.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
31112,36.36000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
31361,36.65999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
31731,38.720001220703125,episode_length,dqn_compact_coverage,dqn,compact,coverage
31815,37.380001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
31858,37.27000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
32147,39.43000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
32215,37.939998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
32322,37.97999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
32364,37.29999923706055,episode_length,dqn_compact_coverage,dqn,compact,coverage
32869,39.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
32897,39.13999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
32939,38.189998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
32975,37.11000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
33209,37.400001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
33405,39.13999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
34050,43.880001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
34091,43.22999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
34200,43.939998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
34377,44.869998931884766,episode_length,dqn_compact_coverage,dqn,compact,coverage
34502,45.939998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
34544,45.11000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
34859,46.7400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
34975,42.27000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
35305,42.83000183105469,episode_length,dqn_compact_coverage,dqn,compact,coverage
35542,44.52000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
35649,45.369998931884766,episode_length,dqn_compact_coverage,dqn,compact,coverage
35677,43.15999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
35722,39.90999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
35744,39.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
35776,39.18000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
36296,41.4900016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
36324,41.09000015258789,episode_length,dqn_compact_coverage,dqn,compact,coverage
36411,40.88999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
36587,42.22999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
36621,37.52000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
36821,39.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
36931,39.91999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
37070,40.95000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
37104,38.95000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
37187,37.81999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
37226,31.760000228881836,episode_length,dqn_compact_coverage,dqn,compact,coverage
37320,32.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
37916,37.15999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
37967,35.900001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
37999,34.970001220703125,episode_length,dqn_compact_coverage,dqn,compact,coverage
38161,36.16999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
38429,35.70000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
38506,35.310001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
38591,32.86000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
38624,30.81999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
38720,30.709999084472656,episode_length,dqn_compact_coverage,dqn,compact,coverage
38798,31.209999084472656,episode_length,dqn_compact_coverage,dqn,compact,coverage
38857,31.350000381469727,episode_length,dqn_compact_coverage,dqn,compact,coverage
39069,33.25,episode_length,dqn_compact_coverage,dqn,compact,coverage
39182,34.060001373291016,episode_length,dqn_compact_coverage,dqn,compact,coverage
39249,29.530000686645508,episode_length,dqn_compact_coverage,dqn,compact,coverage
39298,29.739999771118164,episode_length,dqn_compact_coverage,dqn,compact,coverage
39560,31.489999771118164,episode_length,dqn_compact_coverage,dqn,compact,coverage
40126,35.38999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
40247,36.2599983215332,episode_length,dqn_compact_coverage,dqn,compact,coverage
40291,34.70000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
40445,35.13999938964844,episode_length,dqn_compact_coverage,dqn,compact,coverage
40675,36.04999923706055,episode_length,dqn_compact_coverage,dqn,compact,coverage
40802,36.97999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
40945,37.58000183105469,episode_length,dqn_compact_coverage,dqn,compact,coverage
40970,37.439998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
41133,38.130001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
41156,32.400001525878906,episode_length,dqn_compact_coverage,dqn,compact,coverage
41759,37.91999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
41821,38.220001220703125,episode_length,dqn_compact_coverage,dqn,compact,coverage
42331,41.70000076293945,episode_length,dqn_compact_coverage,dqn,compact,coverage
42462,40.33000183105469,episode_length,dqn_compact_coverage,dqn,compact,coverage
42647,41.40999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
43088,44.970001220703125,episode_length,dqn_compact_coverage,dqn,compact,coverage
43166,45.41999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
43279,45.59000015258789,episode_length,dqn_compact_coverage,dqn,compact,coverage
43440,46.41999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
44075,52.18000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
44193,51.2400016784668,episode_length,dqn_compact_coverage,dqn,compact,coverage
44711,55.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
44968,57.189998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
45246,59.47999954223633,episode_length,dqn_compact_coverage,dqn,compact,coverage
45338,57.779998779296875,episode_length,dqn_compact_coverage,dqn,compact,coverage
45462,53.36000061035156,episode_length,dqn_compact_coverage,dqn,compact,coverage
45749,55.02000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
45910,56.189998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
46188,57.43000030517578,episode_length,dqn_compact_coverage,dqn,compact,coverage
46441,57.65999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
46494,56.91999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
46522,55.77000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
46589,56.189998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
46786,56.529998779296875,episode_length,dqn_compact_coverage,dqn,compact,coverage
46922,57.65999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
46986,52.27000045776367,episode_length,dqn_compact_coverage,dqn,compact,coverage
47606,57.849998474121094,episode_length,dqn_compact_coverage,dqn,compact,coverage
47731,54.0,episode_length,dqn_compact_coverage,dqn,compact,coverage
47941,54.790000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
48076,54.290000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
48151,50.630001068115234,episode_length,dqn_compact_coverage,dqn,compact,coverage
48185,50.189998626708984,episode_length,dqn_compact_coverage,dqn,compact,coverage
49271,59.91999816894531,episode_length,dqn_compact_coverage,dqn,compact,coverage
49597,61.56999969482422,episode_length,dqn_compact_coverage,dqn,compact,coverage
49654,55.790000915527344,episode_length,dqn_compact_coverage,dqn,compact,coverage
49759,55.65999984741211,episode_length,dqn_compact_coverage,dqn,compact,coverage
49941,52.29999923706055,episode_length,dqn_compact_coverage,dqn,compact,coverage
35,-1.9500000476837158,training_reward,dqn_compact_safety,dqn,compact,safety
310,-1.712499976158142,training_reward,dqn_compact_safety,dqn,compact,safety
628,-0.23416666686534882,training_reward,dqn_compact_safety,dqn,compact,safety
1214,-1.5081249475479126,training_reward,dqn_compact_safety,dqn,compact,safety
1259,-1.4490000009536743,training_reward,dqn_compact_safety,dqn,compact,safety
1353,-1.3483333587646484,training_reward,dqn_compact_safety,dqn,compact,safety
1397,-1.160357117652893,training_reward,dqn_compact_safety,dqn,compact,safety
1419,-1.2587499618530273,training_reward,dqn_compact_safety,dqn,compact,safety
1486,-1.0963889360427856,training_reward,dqn_compact_safety,dqn,compact,safety
1660,-0.5950000286102295,training_reward,dqn_compact_safety,dqn,compact,safety
1713,-0.33772727847099304,training_reward,dqn_compact_safety,dqn,compact,safety
1793,-0.21270833909511566,training_reward,dqn_compact_safety,dqn,compact,safety
1821,-0.2215384542942047,training_reward,dqn_compact_safety,dqn,compact,safety
2116,-0.23250000178813934,training_reward,dqn_compact_safety,dqn,compact,safety
2173,-0.1276666671037674,training_reward,dqn_compact_safety,dqn,compact,safety
2253,-0.05796875059604645,training_reward,dqn_compact_safety,dqn,compact,safety
2347,0.0633823499083519,training_reward,dqn_compact_safety,dqn,compact,safety
2562,0.14527778327465057,training_reward,dqn_compact_safety,dqn,compact,safety
2655,0.25592106580734253,training_reward,dqn_compact_safety,dqn,compact,safety
2757,0.445125013589859,training_reward,dqn_compact_safety,dqn,compact,safety
2819,0.4067857265472412,training_reward,dqn_compact_safety,dqn,compact,safety
2887,0.49840909242630005,training_reward,dqn_compact_safety,dqn,compact,safety
2985,0.45597827434539795,training_reward,dqn_compact_safety,dqn,compact,safety
3384,0.23718750476837158,training_reward,dqn_compact_safety,dqn,compact,safety
3440,0.26649999618530273,training_reward,dqn_compact_safety,dqn,compact,safety
3553,0.3824000060558319,training_reward,dqn_compact_safety,dqn,compact,safety
3576,0.3977999985218048,training_reward,dqn_compact_safety,dqn,compact,safety
3848,0.23899999260902405,training_reward,dqn_compact_safety,dqn,compact,safety
3885,0.49380001425743103,training_reward,dqn_compact_safety,dqn,compact,safety
3917,0.5464000105857849,training_reward,dqn_compact_safety,dqn,compact,safety
3968,0.5715000033378601,training_reward,dqn_compact_safety,dqn,compact,safety
4097,0.6679999828338623,training_reward,dqn_compact_safety,dqn,compact,safety
4137,0.6969000101089478,training_reward,dqn_compact_safety,dqn,compact,safety
4393,0.45010000467300415,training_reward,dqn_compact_safety,dqn,compact,safety
4432,0.30410000681877136,training_reward,dqn_compact_safety,dqn,compact,safety
4664,0.11379999667406082,training_reward,dqn_compact_safety,dqn,compact,safety
5315,-0.17640000581741333,training_reward,dqn_compact_safety,dqn,compact,safety
5678,-0.4948999881744385,training_reward,dqn_compact_safety,dqn,compact,safety
5779,-0.5430999994277954,training_reward,dqn_compact_safety,dqn,compact,safety
5814,-0.5467000007629395,training_reward,dqn_compact_safety,dqn,compact,safety
5954,-0.7652000188827515,training_reward,dqn_compact_safety,dqn,compact,safety
6127,-1.0549999475479126,training_reward,dqn_compact_safety,dqn,compact,safety
6508,-1.4397000074386597,training_reward,dqn_compact_safety,dqn,compact,safety
6659,-1.5872999429702759,training_reward,dqn_compact_safety,dqn,compact,safety
6872,-1.972499966621399,training_reward,dqn_compact_safety,dqn,compact,safety
7645,-2.591200113296509,training_reward,dqn_compact_safety,dqn,compact,safety
7713,-2.7156999111175537,training_reward,dqn_compact_safety,dqn,compact,safety
7743,-2.6835999488830566,training_reward,dqn_compact_safety,dqn,compact,safety
8393,-3.116300106048584,training_reward,dqn_compact_safety,dqn,compact,safety
8425,-3.2204999923706055,training_reward,dqn_compact_safety,dqn,compact,safety
8545,-3.3138999938964844,training_reward,dqn_compact_safety,dqn,compact,safety
8672,-3.318700075149536,training_reward,dqn_compact_safety,dqn,compact,safety
9187,-3.5882999897003174,training_reward,dqn_compact_safety,dqn,compact,safety
9532,-3.8633999824523926,training_reward,dqn_compact_safety,dqn,compact,safety
9613,-3.881700038909912,training_reward,dqn_compact_safety,dqn,compact,safety
9641,-3.7985999584198,training_reward,dqn_compact_safety,dqn,compact,safety
9792,-4.017499923706055,training_reward,dqn_compact_safety,dqn,compact,safety
9910,-3.9900999069213867,training_reward,dqn_compact_safety,dqn,compact,safety
9993,-3.8949999809265137,training_reward,dqn_compact_safety,dqn,compact,safety
10050,-3.905600070953369,training_reward,dqn_compact_safety,dqn,compact,safety
10191,-3.9504001140594482,training_reward,dqn_compact_safety,dqn,compact,safety
10511,-3.947200059890747,training_reward,dqn_compact_safety,dqn,compact,safety
10664,-3.6017000675201416,training_reward,dqn_compact_safety,dqn,compact,safety
10814,-3.7274999618530273,training_reward,dqn_compact_safety,dqn,compact,safety
11160,-3.9066998958587646,training_reward,dqn_compact_safety,dqn,compact,safety
11924,-4.271999835968018,training_reward,dqn_compact_safety,dqn,compact,safety
13124,-4.841400146484375,training_reward,dqn_compact_safety,dqn,compact,safety
13457,-4.85230016708374,training_reward,dqn_compact_safety,dqn,compact,safety
13610,-5.014699935913086,training_reward,dqn_compact_safety,dqn,compact,safety
13840,-4.900599956512451,training_reward,dqn_compact_safety,dqn,compact,safety
14065,-4.489999771118164,training_reward,dqn_compact_safety,dqn,compact,safety
14113,-4.426499843597412,training_reward,dqn_compact_safety,dqn,compact,safety
14302,-4.43779993057251,training_reward,dqn_compact_safety,dqn,compact,safety
14327,-3.78629994392395,training_reward,dqn_compact_safety,dqn,compact,safety
14634,-3.870800018310547,training_reward,dqn_compact_safety,dqn,compact,safety
14921,-3.8631999492645264,training_reward,dqn_compact_safety,dqn,compact,safety
15096,-3.9022998809814453,training_reward,dqn_compact_safety,dqn,compact,safety
15678,-3.959199905395508,training_reward,dqn_compact_safety,dqn,compact,safety
15743,-3.7202000617980957,training_reward,dqn_compact_safety,dqn,compact,safety
16341,-4.021100044250488,training_reward,dqn_compact_safety,dqn,compact,safety
16418,-4.12939977645874,training_reward,dqn_compact_safety,dqn,compact,safety
16532,-4.142000198364258,training_reward,dqn_compact_safety,dqn,compact,safety
17055,-4.2754998207092285,training_reward,dqn_compact_safety,dqn,compact,safety
17227,-4.217299938201904,training_reward,dqn_compact_safety,dqn,compact,safety
17263,-4.184100151062012,training_reward,dqn_compact_safety,dqn,compact,safety
17313,-4.049900054931641,training_reward,dqn_compact_safety,dqn,compact,safety
17511,-3.878000020980835,training_reward,dqn_compact_safety,dqn,compact,safety
17693,-4.024799823760986,training_reward,dqn_compact_safety,dqn,compact,safety
17758,-3.8903000354766846,training_reward,dqn_compact_safety,dqn,compact,safety
17922,-3.5599000453948975,training_reward,dqn_compact_safety,dqn,compact,safety
18637,-3.6386001110076904,training_reward,dqn_compact_safety,dqn,compact,safety
18856,-3.0459001064300537,training_reward,dqn_compact_safety,dqn,compact,safety
18956,-2.808799982070923,training_reward,dqn_compact_safety,dqn,compact,safety
19018,-2.6995999813079834,training_reward,dqn_compact_safety,dqn,compact,safety
19251,-2.7437000274658203,training_reward,dqn_compact_safety,dqn,compact,safety
19748,-2.843100070953369,training_reward,dqn_compact_safety,dqn,compact,safety
19795,-2.9193999767303467,training_reward,dqn_compact_safety,dqn,compact,safety
20352,-3.4205000400543213,training_reward,dqn_compact_safety,dqn,compact,safety
20973,-3.9686999320983887,training_reward,dqn_compact_safety,dqn,compact,safety
21140,-3.898200035095215,training_reward,dqn_compact_safety,dqn,compact,safety
21208,-3.968400001525879,training_reward,dqn_compact_safety,dqn,compact,safety
21264,-4.018099784851074,training_reward,dqn_compact_safety,dqn,compact,safety
21366,-3.664599895477295,training_reward,dqn_compact_safety,dqn,compact,safety
22059,-4.090700149536133,training_reward,dqn_compact_safety,dqn,compact,safety
22325,-3.9672999382019043,training_reward,dqn_compact_safety,dqn,compact,safety
22343,-3.9639999866485596,training_reward,dqn_compact_safety,dqn,compact,safety
22370,-3.786099910736084,training_reward,dqn_compact_safety,dqn,compact,safety
22562,-3.6963999271392822,training_reward,dqn_compact_safety,dqn,compact,safety
22685,-3.65910005569458,training_reward,dqn_compact_safety,dqn,compact,safety
22842,-3.731300115585327,training_reward,dqn_compact_safety,dqn,compact,safety
23399,-4.200699806213379,training_reward,dqn_compact_safety,dqn,compact,safety
23575,-4.236800193786621,training_reward,dqn_compact_safety,dqn,compact,safety
24175,-4.443900108337402,training_reward,dqn_compact_safety,dqn,compact,safety
24449,-4.570700168609619,training_reward,dqn_compact_safety,dqn,compact,safety
24467,-4.802499771118164,training_reward,dqn_compact_safety,dqn,compact,safety
24599,-4.213399887084961,training_reward,dqn_compact_safety,dqn,compact,safety
24767,-4.051199913024902,training_reward,dqn_compact_safety,dqn,compact,safety
25016,-4.13700008392334,training_reward,dqn_compact_safety,dqn,compact,safety
25149,-4.241700172424316,training_reward,dqn_compact_safety,dqn,compact,safety
25276,-4.052999973297119,training_reward,dqn_compact_safety,dqn,compact,safety
25304,-3.7967000007629395,training_reward,dqn_compact_safety,dqn,compact,safety
25323,-3.7555999755859375,training_reward,dqn_compact_safety,dqn,compact,safety
25833,-3.5931999683380127,training_reward,dqn_compact_safety,dqn,compact,safety
25890,-3.139899969100952,training_reward,dqn_compact_safety,dqn,compact,safety
25943,-3.101099967956543,training_reward,dqn_compact_safety,dqn,compact,safety
25965,-3.037400007247925,training_reward,dqn_compact_safety,dqn,compact,safety
26374,-2.9709999561309814,training_reward,dqn_compact_safety,dqn,compact,safety
26478,-3.1173999309539795,training_reward,dqn_compact_safety,dqn,compact,safety
26587,-2.6340999603271484,training_reward,dqn_compact_safety,dqn,compact,safety
26785,-2.4865000247955322,training_reward,dqn_compact_safety,dqn,compact,safety
26862,-2.5153000354766846,training_reward,dqn_compact_safety,dqn,compact,safety
26887,-2.521399974822998,training_reward,dqn_compact_safety,dqn,compact,safety
27043,-2.5977001190185547,training_reward,dqn_compact_safety,dqn,compact,safety
27135,-2.5764999389648438,training_reward,dqn_compact_safety,dqn,compact,safety
27646,-2.97379994392395,training_reward,dqn_compact_safety,dqn,compact,safety
27854,-2.4725000858306885,training_reward,dqn_compact_safety,dqn,compact,safety
28130,-2.450500011444092,training_reward,dqn_compact_safety,dqn,compact,safety
28186,-2.1626999378204346,training_reward,dqn_compact_safety,dqn,compact,safety
28244,-2.010999917984009,training_reward,dqn_compact_safety,dqn,compact,safety
28508,-2.013200044631958,training_reward,dqn_compact_safety,dqn,compact,safety
28750,-2.0987000465393066,training_reward,dqn_compact_safety,dqn,compact,safety
29054,-2.3649001121520996,training_reward,dqn_compact_safety,dqn,compact,safety
29084,-2.280100107192993,training_reward,dqn_compact_safety,dqn,compact,safety
29144,-1.9010000228881836,training_reward,dqn_compact_safety,dqn,compact,safety
29208,-1.937399983406067,training_reward,dqn_compact_safety,dqn,compact,safety
29294,-1.9524999856948853,training_reward,dqn_compact_safety,dqn,compact,safety
29331,-1.948099970817566,training_reward,dqn_compact_safety,dqn,compact,safety
29400,-1.6878999471664429,training_reward,dqn_compact_safety,dqn,compact,safety
29918,-2.0011000633239746,training_reward,dqn_compact_safety,dqn,compact,safety
30024,-1.9581999778747559,training_reward,dqn_compact_safety,dqn,compact,safety
30215,-2.1105000972747803,training_reward,dqn_compact_safety,dqn,compact,safety
30306,-2.0573999881744385,training_reward,dqn_compact_safety,dqn,compact,safety
30344,-2.012700080871582,training_reward,dqn_compact_safety,dqn,compact,safety
30859,-2.3554000854492188,training_reward,dqn_compact_safety,dqn,compact,safety
31100,-2.4240000247955322,training_reward,dqn_compact_safety,dqn,compact,safety
31225,-2.422100067138672,training_reward,dqn_compact_safety,dqn,compact,safety
31771,-2.7723000049591064,training_reward,dqn_compact_safety,dqn,compact,safety
32091,-2.6150999069213867,training_reward,dqn_compact_safety,dqn,compact,safety
32263,-2.721100091934204,training_reward,dqn_compact_safety,dqn,compact,safety
32440,-2.4072999954223633,training_reward,dqn_compact_safety,dqn,compact,safety
32605,-2.464200019836426,training_reward,dqn_compact_safety,dqn,compact,safety
33260,-2.890500068664551,training_reward,dqn_compact_safety,dqn,compact,safety
33295,-2.8828001022338867,training_reward,dqn_compact_safety,dqn,compact,safety
33942,-3.419600009918213,training_reward,dqn_compact_safety,dqn,compact,safety
34465,-3.703900098800659,training_reward,dqn_compact_safety,dqn,compact,safety
34542,-3.5508999824523926,training_reward,dqn_compact_safety,dqn,compact,safety
34847,-3.4435999393463135,training_reward,dqn_compact_safety,dqn,compact,safety
34860,-3.4147000312805176,training_reward,dqn_compact_safety,dqn,compact,safety
34884,-3.6010000705718994,training_reward,dqn_compact_safety,dqn,compact,safety
34903,-3.616499900817871,training_reward,dqn_compact_safety,dqn,compact,safety
35048,-3.614799976348877,training_reward,dqn_compact_safety,dqn,compact,safety
35193,-3.6379001140594482,training_reward,dqn_compact_safety,dqn,compact,safety
35763,-4.002600193023682,training_reward,dqn_compact_safety,dqn,compact,safety
35807,-3.7002999782562256,training_reward,dqn_compact_safety,dqn,compact,safety
35935,-3.750699996948242,training_reward,dqn_compact_safety,dqn,compact,safety
36044,-3.668299913406372,training_reward,dqn_compact_safety,dqn,compact,safety
36362,-3.876199960708618,training_reward,dqn_compact_safety,dqn,compact,safety
36500,-3.7811999320983887,training_reward,dqn_compact_safety,dqn,compact,safety
36737,-3.528599977493286,training_reward,dqn_compact_safety,dqn,compact,safety
36950,-3.5344998836517334,training_reward,dqn_compact_safety,dqn,compact,safety
37060,-3.499000072479248,training_reward,dqn_compact_safety,dqn,compact,safety
37298,-3.268399953842163,training_reward,dqn_compact_safety,dqn,compact,safety
37350,-3.374300003051758,training_reward,dqn_compact_safety,dqn,compact,safety
37363,-3.3445000648498535,training_reward,dqn_compact_safety,dqn,compact,safety
37428,-3.1921000480651855,training_reward,dqn_compact_safety,dqn,compact,safety
37523,-3.169600009918213,training_reward,dqn_compact_safety,dqn,compact,safety
37570,-2.743000030517578,training_reward,dqn_compact_safety,dqn,compact,safety
37620,-2.758500099182129,training_reward,dqn_compact_safety,dqn,compact,safety
37827,-2.367000102996826,training_reward,dqn_compact_safety,dqn,compact,safety
37913,-2.1171000003814697,training_reward,dqn_compact_safety,dqn,compact,safety
38017,-2.257499933242798,training_reward,dqn_compact_safety,dqn,compact,safety
